"X","node","phen1","phen2","celltype","condition","corr","Method"
776,"IN_ADARB2:TF:TCF4","AD_c15x","CDR","IN_ADARB2","Control",0.153281896890167,"Gene
Import
ance
Score"
777,"IN_ADARB2:TF:TCF4","AD_c15x","CDR","IN_ADARB2","AD",0.0310679206293358,"Gene
Import
ance
Score"
778,"IN_ADARB2:TF:ZMAT4","AD_c15x","CDR","IN_ADARB2","Control",0.194076019432634,"Gene
Import
ance
Score"
779,"IN_ADARB2:TF:ZMAT4","AD_c15x","CDR","IN_ADARB2","AD",0.162054085029213,"Gene
Import
ance
Score"
780,"IN_ADARB2:TG:BTBD11","AD_c15x","CDR","IN_ADARB2","Control",0.127061127501041,"Gene
Import
ance
Score"
781,"IN_ADARB2:TG:BTBD11","AD_c15x","CDR","IN_ADARB2","AD",0.0393617359626337,"Gene
Import
ance
Score"
782,"IN_ADARB2:TG:DLX6-AS1","AD_c15x","CDR","IN_ADARB2","Control",0.0674978780915444,"Gene
Import
ance
Score"
783,"IN_ADARB2:TG:DLX6-AS1","AD_c15x","CDR","IN_ADARB2","AD",0.101757375706416,"Gene
Import
ance
Score"
784,"IN_ADARB2:TG:GAD1","AD_c15x","CDR","IN_ADARB2","Control",0.0891883343347098,"Gene
Import
ance
Score"
785,"IN_ADARB2:TG:GAD1","AD_c15x","CDR","IN_ADARB2","AD",0.112029013911816,"Gene
Import
ance
Score"
786,"IN_ADARB2:TG:GAD2","AD_c15x","CDR","IN_ADARB2","Control",0.100583711420574,"Gene
Import
ance
Score"
787,"IN_ADARB2:TG:GAD2","AD_c15x","CDR","IN_ADARB2","AD",0.0424950478246662,"Gene
Import
ance
Score"
788,"IN_ADARB2:TG:SYNPR","AD_c15x","CDR","IN_ADARB2","Control",0.0491058040633794,"Gene
Import
ance
Score"
789,"IN_ADARB2:TG:SYNPR","AD_c15x","CDR","IN_ADARB2","AD",0.00580424518126028,"Gene
Import
ance
Score"
790,"OPC:TF:SOX5","AD_c15x","CDR","OPC","Control",0.198229852657637,"Gene
Import
ance
Score"
791,"OPC:TF:SOX5","AD_c15x","CDR","OPC","AD",0.212472490117525,"Gene
Import
ance
Score"
792,"OPC:TF:SOX6","AD_c15x","CDR","OPC","Control",0.146128276852106,"Gene
Import
ance
Score"
793,"OPC:TF:SOX6","AD_c15x","CDR","OPC","AD",0.00995363169695559,"Gene
Import
ance
Score"
794,"OPC:TF:ZEB1","AD_c15x","CDR","OPC","Control",0.0929895056850985,"Gene
Import
ance
Score"
795,"OPC:TF:ZEB1","AD_c15x","CDR","OPC","AD",0.0575255915803361,"Gene
Import
ance
Score"
796,"OPC:TG:NXPH1","AD_c15x","CDR","OPC","Control",0.235624364507576,"Gene
Import
ance
Score"
797,"OPC:TG:NXPH1","AD_c15x","CDR","OPC","AD",0.107048157055385,"Gene
Import
ance
Score"
798,"OPC:TG:SOX6","AD_c15x","CDR","OPC","Control",0.0968455664651837,"Gene
Import
ance
Score"
799,"OPC:TG:SOX6","AD_c15x","CDR","OPC","AD",0.151140347754717,"Gene
Import
ance
Score"
800,"EN_L3_5_IT_2:TF:ZMAT4","AD_c15x","CDR","EN_L3_5_IT_2","Control",0.0188201802000547,"Gene
Import
ance
Score"
801,"EN_L3_5_IT_2:TF:ZMAT4","AD_c15x","CDR","EN_L3_5_IT_2","AD",0.149046473012708,"Gene
Import
ance
Score"
802,"Micro:TF:IRF8","AD_c15x","CDR","Micro","Control",0.0384365274090284,"Gene
Import
ance
Score"
803,"Micro:TF:IRF8","AD_c15x","CDR","Micro","AD",0.0829008641011652,"Gene
Import
ance
Score"
804,"Micro:TF:NFATC2","AD_c15x","CDR","Micro","Control",0.0452877686919354,"Gene
Import
ance
Score"
805,"Micro:TF:NFATC2","AD_c15x","CDR","Micro","AD",0.0949765885791266,"Gene
Import
ance
Score"
806,"Micro:TF:REL","AD_c15x","CDR","Micro","Control",0.148389307288307,"Gene
Import
ance
Score"
807,"Micro:TF:REL","AD_c15x","CDR","Micro","AD",0.0870554339000071,"Gene
Import
ance
Score"
808,"Micro:TF:TAL1","AD_c15x","CDR","Micro","Control",0.152270070916167,"Gene
Import
ance
Score"
809,"Micro:TF:TAL1","AD_c15x","CDR","Micro","AD",0.0153424120107232,"Gene
Import
ance
Score"
810,"Micro:TG:ADAM28","AD_c15x","CDR","Micro","Control",0.227840636837825,"Gene
Import
ance
Score"
811,"Micro:TG:ADAM28","AD_c15x","CDR","Micro","AD",0.10078111691137,"Gene
Import
ance
Score"
812,"Micro:TG:BLNK","AD_c15x","CDR","Micro","Control",0.219663888407046,"Gene
Import
ance
Score"
813,"Micro:TG:BLNK","AD_c15x","CDR","Micro","AD",0.0828066436345804,"Gene
Import
ance
Score"
814,"Micro:TG:CSF1R","AD_c15x","CDR","Micro","Control",0.0595870535674761,"Gene
Import
ance
Score"
815,"Micro:TG:CSF1R","AD_c15x","CDR","Micro","AD",0.0389967987143267,"Gene
Import
ance
Score"
816,"Micro:TG:DOCK8","AD_c15x","CDR","Micro","Control",0.116266001837738,"Gene
Import
ance
Score"
817,"Micro:TG:DOCK8","AD_c15x","CDR","Micro","AD",0.0550897795892853,"Gene
Import
ance
Score"
818,"Micro:TG:FLI1","AD_c15x","CDR","Micro","Control",0.274250457490698,"Gene
Import
ance
Score"
819,"Micro:TG:FLI1","AD_c15x","CDR","Micro","AD",0.0491917834579515,"Gene
Import
ance
Score"
820,"Micro:TG:HCLS1","AD_c15x","CDR","Micro","Control",0.00842375434775636,"Gene
Import
ance
Score"
821,"Micro:TG:HCLS1","AD_c15x","CDR","Micro","AD",0.0773919356802709,"Gene
Import
ance
Score"
822,"Micro:TG:IKZF1","AD_c15x","CDR","Micro","Control",0.083757972426133,"Gene
Import
ance
Score"
823,"Micro:TG:IKZF1","AD_c15x","CDR","Micro","AD",0.193025436489695,"Gene
Import
ance
Score"
824,"Micro:TG:PALD1","AD_c15x","CDR","Micro","Control",0.0904033353532509,"Gene
Import
ance
Score"
825,"Micro:TG:PALD1","AD_c15x","CDR","Micro","AD",0.0761266161526276,"Gene
Import
ance
Score"
826,"Micro:TG:PIK3AP1","AD_c15x","CDR","Micro","Control",0.21928892419327,"Gene
Import
ance
Score"
827,"Micro:TG:PIK3AP1","AD_c15x","CDR","Micro","AD",0.00464035368336191,"Gene
Import
ance
Score"
828,"Micro:TG:PIK3R5","AD_c15x","CDR","Micro","Control",0.0350365421655832,"Gene
Import
ance
Score"
829,"Micro:TG:PIK3R5","AD_c15x","CDR","Micro","AD",0.00529117741447737,"Gene
Import
ance
Score"
830,"Micro:TG:PTPRC","AD_c15x","CDR","Micro","Control",0.154032472608565,"Gene
Import
ance
Score"
831,"Micro:TG:PTPRC","AD_c15x","CDR","Micro","AD",0.0380717102047618,"Gene
Import
ance
Score"
832,"Micro:TG:RUNX1","AD_c15x","CDR","Micro","Control",0.301701440877705,"Gene
Import
ance
Score"
833,"Micro:TG:RUNX1","AD_c15x","CDR","Micro","AD",0.0533813422656785,"Gene
Import
ance
Score"
834,"Micro:TG:SLCO2B1","AD_c15x","CDR","Micro","Control",0.234228360265486,"Gene
Import
ance
Score"
835,"Micro:TG:SLCO2B1","AD_c15x","CDR","Micro","AD",0.0512871241323576,"Gene
Import
ance
Score"
836,"Micro:TG:SP100","AD_c15x","CDR","Micro","Control",0.274506534311107,"Gene
Import
ance
Score"
837,"Micro:TG:SP100","AD_c15x","CDR","Micro","AD",0.127341577672819,"Gene
Import
ance
Score"
838,"Micro:TG:SYK","AD_c15x","CDR","Micro","Control",0.0929979248849468,"Gene
Import
ance
Score"
839,"Micro:TG:SYK","AD_c15x","CDR","Micro","AD",0.113192858846086,"Gene
Import
ance
Score"
840,"Micro:TG:WDFY4","AD_c15x","CDR","Micro","Control",0.0393858848463474,"Gene
Import
ance
Score"
841,"Micro:TG:WDFY4","AD_c15x","CDR","Micro","AD",0.108590091793204,"Gene
Import
ance
Score"
842,"IN_LAMP5_LHX6:TF:ARX","AD_c15x","CDR","IN_LAMP5_LHX6","Control",0.309338016708603,"Gene
Import
ance
Score"
843,"IN_LAMP5_LHX6:TF:ARX","AD_c15x","CDR","IN_LAMP5_LHX6","AD",0.132796358169055,"Gene
Import
ance
Score"
844,"IN_LAMP5_LHX6:TF:LHX6","AD_c15x","CDR","IN_LAMP5_LHX6","Control",0.243887207725624,"Gene
Import
ance
Score"
845,"IN_LAMP5_LHX6:TF:LHX6","AD_c15x","CDR","IN_LAMP5_LHX6","AD",0.0339757774042546,"Gene
Import
ance
Score"
846,"IN_LAMP5_LHX6:TF:TCF4","AD_c15x","CDR","IN_LAMP5_LHX6","Control",0.216971043006824,"Gene
Import
ance
Score"
847,"IN_LAMP5_LHX6:TF:TCF4","AD_c15x","CDR","IN_LAMP5_LHX6","AD",0.136001190977147,"Gene
Import
ance
Score"
848,"IN_LAMP5_LHX6:TG:BTBD11","AD_c15x","CDR","IN_LAMP5_LHX6","Control",0.169699281647258,"Gene
Import
ance
Score"
849,"IN_LAMP5_LHX6:TG:BTBD11","AD_c15x","CDR","IN_LAMP5_LHX6","AD",0.0642296500298661,"Gene
Import
ance
Score"
850,"IN_LAMP5_LHX6:TG:DLX6-AS1","AD_c15x","CDR","IN_LAMP5_LHX6","Control",0.10630015387998,"Gene
Import
ance
Score"
851,"IN_LAMP5_LHX6:TG:DLX6-AS1","AD_c15x","CDR","IN_LAMP5_LHX6","AD",0.142379769368971,"Gene
Import
ance
Score"
852,"IN_LAMP5_LHX6:TG:GAD1","AD_c15x","CDR","IN_LAMP5_LHX6","Control",0.268292665533661,"Gene
Import
ance
Score"
853,"IN_LAMP5_LHX6:TG:GAD1","AD_c15x","CDR","IN_LAMP5_LHX6","AD",0.028638142391584,"Gene
Import
ance
Score"
854,"IN_LAMP5_LHX6:TG:GAD2","AD_c15x","CDR","IN_LAMP5_LHX6","Control",0.139335296032736,"Gene
Import
ance
Score"
855,"IN_LAMP5_LHX6:TG:GAD2","AD_c15x","CDR","IN_LAMP5_LHX6","AD",0.0657408749557193,"Gene
Import
ance
Score"
856,"IN_LAMP5_LHX6:TG:SYNPR","AD_c15x","CDR","IN_LAMP5_LHX6","Control",0.132066245634159,"Gene
Import
ance
Score"
857,"IN_LAMP5_LHX6:TG:SYNPR","AD_c15x","CDR","IN_LAMP5_LHX6","AD",0.100290500844665,"Gene
Import
ance
Score"
858,"IN_PVALB:TF:ARX","AD_c15x","CDR","IN_PVALB","Control",0.107171185849477,"Gene
Import
ance
Score"
859,"IN_PVALB:TF:ARX","AD_c15x","CDR","IN_PVALB","AD",0.220973117214833,"Gene
Import
ance
Score"
860,"IN_PVALB:TF:LHX6","AD_c15x","CDR","IN_PVALB","Control",2.48080280556839e-05,"Gene
Import
ance
Score"
861,"IN_PVALB:TF:LHX6","AD_c15x","CDR","IN_PVALB","AD",0.0789058891399686,"Gene
Import
ance
Score"
862,"IN_PVALB:TF:TCF4","AD_c15x","CDR","IN_PVALB","Control",0.171695629421987,"Gene
Import
ance
Score"
863,"IN_PVALB:TF:TCF4","AD_c15x","CDR","IN_PVALB","AD",0.0269051646807621,"Gene
Import
ance
Score"
864,"IN_PVALB:TF:ZMAT4","AD_c15x","CDR","IN_PVALB","Control",0.119982989116318,"Gene
Import
ance
Score"
865,"IN_PVALB:TF:ZMAT4","AD_c15x","CDR","IN_PVALB","AD",0.00709994700394585,"Gene
Import
ance
Score"
866,"IN_PVALB:TG:BTBD11","AD_c15x","CDR","IN_PVALB","Control",0.0808818353058371,"Gene
Import
ance
Score"
867,"IN_PVALB:TG:BTBD11","AD_c15x","CDR","IN_PVALB","AD",0.0508495422331843,"Gene
Import
ance
Score"
868,"IN_PVALB:TG:DLX6-AS1","AD_c15x","CDR","IN_PVALB","Control",0.067883098707445,"Gene
Import
ance
Score"
869,"IN_PVALB:TG:DLX6-AS1","AD_c15x","CDR","IN_PVALB","AD",0.127757372330406,"Gene
Import
ance
Score"
870,"IN_PVALB:TG:GAD1","AD_c15x","CDR","IN_PVALB","Control",0.0686328684910593,"Gene
Import
ance
Score"
871,"IN_PVALB:TG:GAD1","AD_c15x","CDR","IN_PVALB","AD",0.022039604349353,"Gene
Import
ance
Score"
872,"IN_PVALB:TG:GAD2","AD_c15x","CDR","IN_PVALB","Control",0.356746861569404,"Gene
Import
ance
Score"
873,"IN_PVALB:TG:GAD2","AD_c15x","CDR","IN_PVALB","AD",0.05437692569557,"Gene
Import
ance
Score"
874,"IN_PVALB:TG:LHX6","AD_c15x","CDR","IN_PVALB","Control",0.175103503440934,"Gene
Import
ance
Score"
875,"IN_PVALB:TG:LHX6","AD_c15x","CDR","IN_PVALB","AD",0.0584354872207717,"Gene
Import
ance
Score"
876,"IN_PVALB:TG:NXPH1","AD_c15x","CDR","IN_PVALB","Control",0.0129175250299455,"Gene
Import
ance
Score"
877,"IN_PVALB:TG:NXPH1","AD_c15x","CDR","IN_PVALB","AD",0.18541902330864,"Gene
Import
ance
Score"
878,"IN_PVALB:TG:SYNPR","AD_c15x","CDR","IN_PVALB","Control",0.0328309629731901,"Gene
Import
ance
Score"
879,"IN_PVALB:TG:SYNPR","AD_c15x","CDR","IN_PVALB","AD",0.0244852744862422,"Gene
Import
ance
Score"
880,"IN_SST:TF:ARX","AD_c15x","CDR","IN_SST","Control",0.0870011984989623,"Gene
Import
ance
Score"
881,"IN_SST:TF:ARX","AD_c15x","CDR","IN_SST","AD",0.158137623475665,"Gene
Import
ance
Score"
882,"IN_SST:TF:DLX1","AD_c15x","CDR","IN_SST","Control",0.16968303858843,"Gene
Import
ance
Score"
883,"IN_SST:TF:DLX1","AD_c15x","CDR","IN_SST","AD",0.0110040383332852,"Gene
Import
ance
Score"
884,"IN_SST:TF:LHX6","AD_c15x","CDR","IN_SST","Control",0.194036443507466,"Gene
Import
ance
Score"
885,"IN_SST:TF:LHX6","AD_c15x","CDR","IN_SST","AD",0.0620987313906616,"Gene
Import
ance
Score"
886,"IN_SST:TF:TCF4","AD_c15x","CDR","IN_SST","Control",0.35268726642864,"Gene
Import
ance
Score"
887,"IN_SST:TF:TCF4","AD_c15x","CDR","IN_SST","AD",0.0725938718611324,"Gene
Import
ance
Score"
888,"IN_SST:TF:ZMAT4","AD_c15x","CDR","IN_SST","Control",0.157734905099306,"Gene
Import
ance
Score"
889,"IN_SST:TF:ZMAT4","AD_c15x","CDR","IN_SST","AD",0.220544988087746,"Gene
Import
ance
Score"
890,"IN_SST:TG:BTBD11","AD_c15x","CDR","IN_SST","Control",0.250204387841205,"Gene
Import
ance
Score"
891,"IN_SST:TG:BTBD11","AD_c15x","CDR","IN_SST","AD",0.00486421992583608,"Gene
Import
ance
Score"
892,"IN_SST:TG:DLX6-AS1","AD_c15x","CDR","IN_SST","Control",0.131782948601608,"Gene
Import
ance
Score"
893,"IN_SST:TG:DLX6-AS1","AD_c15x","CDR","IN_SST","AD",0.079724462126469,"Gene
Import
ance
Score"
894,"IN_SST:TG:GAD1","AD_c15x","CDR","IN_SST","Control",0.258904880673767,"Gene
Import
ance
Score"
895,"IN_SST:TG:GAD1","AD_c15x","CDR","IN_SST","AD",0.0578349055871307,"Gene
Import
ance
Score"
896,"IN_SST:TG:GAD2","AD_c15x","CDR","IN_SST","Control",0.120986459734926,"Gene
Import
ance
Score"
897,"IN_SST:TG:GAD2","AD_c15x","CDR","IN_SST","AD",0.119083756502375,"Gene
Import
ance
Score"
898,"IN_SST:TG:GRIK3","AD_c15x","CDR","IN_SST","Control",0.0401762120249387,"Gene
Import
ance
Score"
899,"IN_SST:TG:GRIK3","AD_c15x","CDR","IN_SST","AD",0.0705195988411476,"Gene
Import
ance
Score"
900,"IN_SST:TG:LHX6","AD_c15x","CDR","IN_SST","Control",0.050611356801889,"Gene
Import
ance
Score"
901,"IN_SST:TG:LHX6","AD_c15x","CDR","IN_SST","AD",0.0733578355200389,"Gene
Import
ance
Score"
902,"IN_SST:TG:NXPH1","AD_c15x","CDR","IN_SST","Control",0.0705150995728517,"Gene
Import
ance
Score"
903,"IN_SST:TG:NXPH1","AD_c15x","CDR","IN_SST","AD",0.0471480496374181,"Gene
Import
ance
Score"
904,"IN_SST:TG:SYNPR","AD_c15x","CDR","IN_SST","Control",0.140059373028156,"Gene
Import
ance
Score"
905,"IN_SST:TG:SYNPR","AD_c15x","CDR","IN_SST","AD",0.209675467157197,"Gene
Import
ance
Score"
906,"Immune:TF:RUNX3","AD_c15x","CDR","Immune","Control",0.0271903694893277,"Gene
Import
ance
Score"
907,"Immune:TF:RUNX3","AD_c15x","CDR","Immune","AD",0.134613979758263,"Gene
Import
ance
Score"
908,"Astro:TF:SOX5","AD_c15x","CDR","Astro","Control",0.240600144476586,"Gene
Import
ance
Score"
909,"Astro:TF:SOX5","AD_c15x","CDR","Astro","AD",0.0685169349369145,"Gene
Import
ance
Score"
910,"Astro:TF:TCF7L1","AD_c15x","CDR","Astro","Control",0.0624229231075961,"Gene
Import
ance
Score"
911,"Astro:TF:TCF7L1","AD_c15x","CDR","Astro","AD",0.108364797490489,"Gene
Import
ance
Score"
912,"Astro:TF:TCF7L2","AD_c15x","CDR","Astro","Control",0.217087228867265,"Gene
Import
ance
Score"
913,"Astro:TF:TCF7L2","AD_c15x","CDR","Astro","AD",0.0440240167746732,"Gene
Import
ance
Score"
914,"Endo:TF:GATA2","AD_c15x","CDR","Endo","Control",0.198760972070627,"Gene
Import
ance
Score"
915,"Endo:TF:GATA2","AD_c15x","CDR","Endo","AD",0.0825915476717267,"Gene
Import
ance
Score"
916,"Endo:TF:MECOM","AD_c15x","CDR","Endo","Control",0.247891388318383,"Gene
Import
ance
Score"
917,"Endo:TF:MECOM","AD_c15x","CDR","Endo","AD",0.0107159480175021,"Gene
Import
ance
Score"
918,"Endo:TG:ATP10A","AD_c15x","CDR","Endo","Control",0.00972289885755658,"Gene
Import
ance
Score"
919,"Endo:TG:ATP10A","AD_c15x","CDR","Endo","AD",0.0814489783674384,"Gene
Import
ance
Score"
920,"Endo:TG:ERG","AD_c15x","CDR","Endo","Control",0.146139750978769,"Gene
Import
ance
Score"
921,"Endo:TG:ERG","AD_c15x","CDR","Endo","AD",0.0592238547453768,"Gene
Import
ance
Score"
922,"Endo:TG:MECOM","AD_c15x","CDR","Endo","Control",0.0127605029785864,"Gene
Import
ance
Score"
923,"Endo:TG:MECOM","AD_c15x","CDR","Endo","AD",0.136016512071776,"Gene
Import
ance
Score"
924,"VLMC:TG:EBF1","AD_c15x","CDR","VLMC","Control",0.322486272975867,"Gene
Import
ance
Score"
925,"VLMC:TG:EBF1","AD_c15x","CDR","VLMC","AD",0.11970381563907,"Gene
Import
ance
Score"
926,"IN_VIP:TF:DLX1","AD_c15x","CDR","IN_VIP","Control",0.157488368658142,"Gene
Import
ance
Score"
927,"IN_VIP:TF:DLX1","AD_c15x","CDR","IN_VIP","AD",0.00161698849792501,"Gene
Import
ance
Score"
928,"IN_VIP:TF:TCF4","AD_c15x","CDR","IN_VIP","Control",0.179211935138542,"Gene
Import
ance
Score"
929,"IN_VIP:TF:TCF4","AD_c15x","CDR","IN_VIP","AD",0.0707228262593713,"Gene
Import
ance
Score"
930,"IN_VIP:TF:ZMAT4","AD_c15x","CDR","IN_VIP","Control",0.13525891933576,"Gene
Import
ance
Score"
931,"IN_VIP:TF:ZMAT4","AD_c15x","CDR","IN_VIP","AD",0.104038340094642,"Gene
Import
ance
Score"
932,"IN_VIP:TG:BTBD11","AD_c15x","CDR","IN_VIP","Control",0.145593616249388,"Gene
Import
ance
Score"
933,"IN_VIP:TG:BTBD11","AD_c15x","CDR","IN_VIP","AD",0.195665919951634,"Gene
Import
ance
Score"
934,"IN_VIP:TG:DLX6-AS1","AD_c15x","CDR","IN_VIP","Control",0.158288761820565,"Gene
Import
ance
Score"
935,"IN_VIP:TG:DLX6-AS1","AD_c15x","CDR","IN_VIP","AD",0.0714876093333579,"Gene
Import
ance
Score"
936,"IN_VIP:TG:GAD1","AD_c15x","CDR","IN_VIP","Control",0.188355928810553,"Gene
Import
ance
Score"
937,"IN_VIP:TG:GAD1","AD_c15x","CDR","IN_VIP","AD",0.0496110995210609,"Gene
Import
ance
Score"
938,"IN_VIP:TG:GAD2","AD_c15x","CDR","IN_VIP","Control",0.0610850197327227,"Gene
Import
ance
Score"
939,"IN_VIP:TG:GAD2","AD_c15x","CDR","IN_VIP","AD",0.0664179838187476,"Gene
Import
ance
Score"
940,"IN_VIP:TG:SYNPR","AD_c15x","CDR","IN_VIP","Control",0.19220562825682,"Gene
Import
ance
Score"
941,"IN_VIP:TG:SYNPR","AD_c15x","CDR","IN_VIP","AD",0.114899301072155,"Gene
Import
ance
Score"
942,"Oligo:TF:TCF12","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.040545419795781,"Gene
Import
ance
Score"
943,"Oligo:TF:TCF12","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.135117543078065,"Gene
Import
ance
Score"
944,"Oligo:TG:ABCC4","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.170821835101185,"Gene
Import
ance
Score"
945,"Oligo:TG:ABCC4","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.00489955098198252,"Gene
Import
ance
Score"
946,"Oligo:TG:ADAM28","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.209163816253344,"Gene
Import
ance
Score"
947,"Oligo:TG:ADAM28","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.0357859855505434,"Gene
Import
ance
Score"
948,"Oligo:TG:ALOX5","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.178401915652197,"Gene
Import
ance
Score"
949,"Oligo:TG:ALOX5","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.0637995198749909,"Gene
Import
ance
Score"
950,"Oligo:TG:APBB1IP","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.0838610884108319,"Gene
Import
ance
Score"
951,"Oligo:TG:APBB1IP","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.176130131764057,"Gene
Import
ance
Score"
952,"Oligo:TG:ARHGAP25","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.179145711535665,"Gene
Import
ance
Score"
953,"Oligo:TG:ARHGAP25","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.314668921054266,"Gene
Import
ance
Score"
954,"Oligo:TG:ATP8B4","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.245119094263436,"Gene
Import
ance
Score"
955,"Oligo:TG:ATP8B4","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.18340422537455,"Gene
Import
ance
Score"
956,"Oligo:TG:BLNK","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.233951052407588,"Gene
Import
ance
Score"
957,"Oligo:TG:BLNK","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.183959074471946,"Gene
Import
ance
Score"
958,"Oligo:TG:C3","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.237383725276245,"Gene
Import
ance
Score"
959,"Oligo:TG:C3","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.144230321562819,"Gene
Import
ance
Score"
960,"Oligo:TG:CD53","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.477963606569231,"Gene
Import
ance
Score"
961,"Oligo:TG:CD53","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.128213538375152,"Gene
Import
ance
Score"
962,"Oligo:TG:CSF1R","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.0354441589521034,"Gene
Import
ance
Score"
963,"Oligo:TG:CSF1R","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.143690708497212,"Gene
Import
ance
Score"
964,"Oligo:TG:DOCK8","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.0539794968259016,"Gene
Import
ance
Score"
965,"Oligo:TG:DOCK8","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.085550328870006,"Gene
Import
ance
Score"
966,"Oligo:TG:FLI1","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.337910763926437,"Gene
Import
ance
Score"
967,"Oligo:TG:FLI1","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.0543252046273573,"Gene
Import
ance
Score"
968,"Oligo:TG:HCLS1","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.1381297236673,"Gene
Import
ance
Score"
969,"Oligo:TG:HCLS1","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.161044766275555,"Gene
Import
ance
Score"
970,"Oligo:TG:IFI16","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.197497085033938,"Gene
Import
ance
Score"
971,"Oligo:TG:IFI16","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.147178985651929,"Gene
Import
ance
Score"
972,"Oligo:TG:IKZF1","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.0624990205171908,"Gene
Import
ance
Score"
973,"Oligo:TG:IKZF1","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.115393056448041,"Gene
Import
ance
Score"
974,"Oligo:TG:IL13RA1","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.122404865987446,"Gene
Import
ance
Score"
975,"Oligo:TG:IL13RA1","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.0985471058981358,"Gene
Import
ance
Score"
976,"Oligo:TG:INPP5D","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.258736829788528,"Gene
Import
ance
Score"
977,"Oligo:TG:INPP5D","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.120049207552828,"Gene
Import
ance
Score"
978,"Oligo:TG:IRAK3","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.303602975045976,"Gene
Import
ance
Score"
979,"Oligo:TG:IRAK3","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.151377903662241,"Gene
Import
ance
Score"
980,"Oligo:TG:LHFPL2","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.195831197026611,"Gene
Import
ance
Score"
981,"Oligo:TG:LHFPL2","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.249117998012124,"Gene
Import
ance
Score"
982,"Oligo:TG:LPAR6","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.18956361542563,"Gene
Import
ance
Score"
983,"Oligo:TG:LPAR6","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.0215767738748449,"Gene
Import
ance
Score"
984,"Oligo:TG:LPCAT2","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.297255284807504,"Gene
Import
ance
Score"
985,"Oligo:TG:LPCAT2","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.11624854335215,"Gene
Import
ance
Score"
986,"Oligo:TG:LY86","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.235786140427543,"Gene
Import
ance
Score"
987,"Oligo:TG:LY86","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.190133140666581,"Gene
Import
ance
Score"
988,"Oligo:TG:LYN","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.0488342999349727,"Gene
Import
ance
Score"
989,"Oligo:TG:LYN","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.172726705266604,"Gene
Import
ance
Score"
990,"Oligo:TG:MEF2A","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.217711762018122,"Gene
Import
ance
Score"
991,"Oligo:TG:MEF2A","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.0469954101775894,"Gene
Import
ance
Score"
992,"Oligo:TG:NCKAP1L","AD_c15x","Cog_Tau_Resilience","Oligo","Control",0.16260724418182,"Gene
Import
ance
Score"
993,"Oligo:TG:NCKAP1L","AD_c15x","Cog_Tau_Resilience","Oligo","AD",0.115272359879205,"Gene
Import
ance
Score"
